City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
703,Kharakvasla,IN,18.4333,73.7667,78.19,21,3,2.39,clear sky
704,Khudumelapye,BW,-23.8833,24.75,73.45,37,86,6.2,overcast clouds
705,Santa Rosa,PH,14.3122,121.1114,82.99,69,20,2.3,few clouds
706,Bida,NG,9.0833,6.0167,82.72,16,27,6.15,scattered clouds
707,De Aar,ZA,-30.6497,24.0123,54.75,69,0,20.18,clear sky
708,Sisimiut,GL,66.9395,-53.6735,-10.57,95,67,10.45,broken clouds
709,Skjervoy,NO,70.0311,20.9714,36.66,96,100,2.3,light rain
710,Pochutla,MX,15.7432,-96.4661,89.6,37,1,14.97,clear sky
711,Mareeba,AU,-17.0,145.4333,79.0,88,90,8.05,overcast clouds
712,Letterkenny,IE,54.95,-7.7333,49.23,91,100,17.92,light rain
713,Marzuq,YE,14.4,46.4667,64.85,40,19,5.53,few clouds
714,Kaoma,ZM,-14.7833,24.8,62.31,96,92,4.52,overcast clouds
715,Nagorsk,RU,59.3172,50.8078,13.15,97,23,3.6,few clouds
716,Lagos,NG,6.5833,3.75,79.59,85,63,4.74,broken clouds
717,Cairns,AU,-16.9167,145.7667,79.0,88,90,8.05,overcast clouds
718,Hanchuan,CN,30.65,113.7667,55.4,100,0,4.47,mist
719,Tres Arroyos,AR,-38.3739,-60.2798,56.3,76,36,9.62,scattered clouds
720,Bedesa,ET,8.9,40.7833,62.49,28,97,2.8,overcast clouds
721,Severo-Yeniseyskiy,RU,60.3725,93.0408,13.59,98,92,4.47,overcast clouds
722,Riyadh,SA,24.6877,46.7219,75.2,20,41,14.97,dust
723,Mashhad,IR,36.297,59.6062,55.4,100,75,4.61,mist
724,Sinnamary,GF,5.3833,-52.95,76.77,88,88,12.3,overcast clouds
725,Nieuwpoort,BE,51.1244,2.7735,44.01,87,98,10.36,overcast clouds
726,Tianmen,CN,30.6516,113.1603,53.46,88,0,5.21,clear sky
727,Zaozerne,UA,45.1582,33.2787,39.99,75,51,4.54,broken clouds
728,Alamosa,US,37.4695,-105.87,48.2,18,1,10.36,clear sky
729,Wad Rawah,SD,15.1603,33.1397,78.71,14,1,23.02,clear sky
730,Mayya,RU,61.7333,130.2811,15.8,79,40,4.5,scattered clouds
731,Kirensk,RU,57.7853,108.1119,11.39,97,92,3.27,overcast clouds
732,Awjilah,LY,29.1081,21.2869,55.26,39,0,5.35,clear sky
733,Obo,CF,5.3998,26.4869,71.87,69,85,3.02,overcast clouds
